公司代码,公司简称,公司全称,英文名称,注册地址,A股代码,A股简称,A股上市日期,A股总股本,A股流通股本,B股代码,B股 简 称,B股上市日期,B股总股本,B股流通股本,地      区,省    份,城     市,所属行业,公司网址
000333,<a href='http://www.szse.cn/certificate/individual/index.html?code=000333' target='_blank'><u>美的集团</u></a>,美的集团股份有限公司,"Midea Group Co., Ltd.",广东省佛山市顺德区北滘镇美的大道6号美的总部大楼B区26-28楼,000333,美的集团,2013-09-18,"6,632,239,799","6,483,916,330",,,,0,0,华南,广东,佛山市,C 制造业,www.midea.com.cn
000338,<a href='http://www.szse.cn/certificate/individual/index.html?code=000338' target='_blank'><u>潍柴动力</u></a>,潍柴动力股份有限公司,"Weichai Power Co., Ltd.",山东省潍坊市高新技术产业开发区福寿东街197号甲,000338,潍柴动力,2007-04-30,"6,054,198,556","4,310,298,661",,,,0,0,华东,山东,潍坊市,C 制造业,www.weichaipower.com
000400,<a href='http://www.szse.cn/certificate/individual/index.html?code=000400' target='_blank'><u>许继电气</u></a>,许继电气股份有限公司,"XUJI ELECTRIC CO.,LTD",河南省许昌市许继大道1298号,000400,许继电气,1997-04-18,"1,008,327,309","1,008,173,245",,,,0,0,华中,河南,许昌市,C 制造业,www.xjec.com
000401,<a href='http://www.szse.cn/certificate/individual/index.html?code=000401' target='_blank'><u>冀东水泥</u></a>,唐山冀东水泥股份有限公司,"TANGSHAN JIDONG CEMENT CO.,LTD",河北省唐山市丰润区林荫路,000401,冀东水泥,1996-06-14,"1,347,522,914","1,347,217,526",,,,0,0,华北,河北,唐山市,C 制造业,www.jdsn.com.cn
000402,<a href='http://www.szse.cn/certificate/individual/index.html?code=000402' target='_blank'><u>金 融 街</u></a>,金融街控股股份有限公司,"FINANCIAL STREET HOLDINGS CO., LTD.",北京市西城区金城坊街7号,000402,金 融 街,1996-06-26,"2,988,929,907","2,987,824,321",,,,0,0,华北,北京,北京市,K 房地产,www.jrjkg.com
000403,<a href='http://www.szse.cn/certificate/individual/index.html?code=000403' target='_blank'><u>ST生化</u></a>,振兴生化股份有限公司,"Zhenxing Biopharmaceutical & Chemical Co.,Ltd",山西省太原市长治路227号高新国际大厦16层,000403,ST生化,1996-06-28,"272,577,599","265,279,699",,,,0,0,华北,山西,太原市,C 制造业,www.999yichun.cn
000404,<a href='http://www.szse.cn/certificate/individual/index.html?code=000404' target='_blank'><u>长虹华意</u></a>,长虹华意压缩机股份有限公司,"CHANGHONG HUAYI COMPRESSOR CO., LTD.",江西省景德镇市高新区长虹大道1号,000404,长虹华意,1996-06-19,"695,995,979","692,974,785",,,,0,0,华东,江西,景德镇市,C 制造业,www.hua-yi.cn
000407,<a href='http://www.szse.cn/certificate/individual/index.html?code=000407' target='_blank'><u>胜利股份</u></a>,山东胜利股份有限公司,"SHANDONG SHENGLI CO., LTD.",山东省济南市高新区港兴三路北段济南药谷1号楼B座32层,000407,胜利股份,1996-07-03,"880,084,656","745,632,103",,,,0,0,华东,山东,济南市,D 水电煤气,www.vicome.com
000408,<a href='http://www.szse.cn/certificate/individual/index.html?code=000408' target='_blank'><u>藏格控股</u></a>,藏格控股股份有限公司,ZANGGE HOLDING COMPANY LIMITED,青海省格尔木市昆仑南路15-02号,000408,藏格控股,1996-06-28,"1,993,779,522","446,632,801",,,,0,0,西北,青海,格尔木市,C 制造业,
000409,<a href='http://www.szse.cn/certificate/individual/index.html?code=000409' target='_blank'><u>*ST地矿</u></a>,山东地矿股份有限公司,"SHANDONG GEO-MINERAL CO., LTD",山东省济南市高新区新宇路750号5号楼,000409,*ST地矿,1996-06-27,"510,931,158","395,725,952",,,,0,0,华东,山东,济南市,S 综合,www.sddkgf.com.cn
000410,<a href='http://www.szse.cn/certificate/individual/index.html?code=000410' target='_blank'><u>沈阳机床</u></a>,沈阳机床股份有限公司,"SHENYANG MACHINE TOOL CO.,LTD",辽宁省沈阳经济技术开发区开发大路17甲1号,000410,沈阳机床,1996-07-18,"765,470,884","740,349,384",,,,0,0,东北,辽宁,沈阳市,C 制造业,www.smtcl.com
000411,<a href='http://www.szse.cn/certificate/individual/index.html?code=000411' target='_blank'><u>英特集团</u></a>,浙江英特集团股份有限公司,"ZHEJIANG INT’L GROUP CO.,LTD.",浙江省杭州市下城区东新路江南巷2号3幢,000411,英特集团,1996-07-16,"207,449,946","207,310,071",,,,0,0,华东,浙江,杭州市,F 批发零售,www.intmedic.com
000413,<a href='http://www.szse.cn/certificate/individual/index.html?code=000413' target='_blank'><u>东旭光电</u></a>,东旭光电科技股份有限公司,"Dongxu Optoelectronic Technology Co., Ltd.",河北省石家庄市高新技术产业开发区黄河大道9号,000413,东旭光电,1996-09-25,"5,480,250,117","4,094,625,592",200413,东旭B,1996-07-08,"250,000,001","250,000,001",华北,河北,石家庄市,C 制造业,
000415,<a href='http://www.szse.cn/certificate/individual/index.html?code=000415' target='_blank'><u>渤海金控</u></a>,渤海金控投资股份有限公司,"Bohai Capital Holding Co.,Ltd",新疆维吾尔自治区乌鲁木齐市沙依巴克区黄河路93号,000415,渤海金控,1996-07-16,"6,184,521,282","3,547,858,027",,,,0,0,西北,新疆,乌鲁木齐市,L 商务服务,www.bohaileasing.com
000416,<a href='http://www.szse.cn/certificate/individual/index.html?code=000416' target='_blank'><u>民生控股</u></a>,民生控股股份有限公司,"Minsheng Holdings Co.,Ltd",山东省青岛市崂山区株州路151号,000416,民生控股,1996-07-19,"531,871,494","531,641,098",,,,0,0,华东,山东,青岛市,J 金融业,
000417,<a href='http://www.szse.cn/certificate/individual/index.html?code=000417' target='_blank'><u>合肥百货</u></a>,合肥百货大楼集团股份有限公司,"HEFEI DEPARTMENT STORE GROUP CO.,LTD",安徽省合肥市长江中路150号,000417,合肥百货,1996-08-12,"779,884,200","779,027,451",,,,0,0,华东,安徽,合肥市,F 批发零售,www.hfbh.com.cn
000418,<a href='http://www.szse.cn/certificate/individual/index.html?code=000418' target='_blank'><u>小天鹅Ａ</u></a>,无锡小天鹅股份有限公司,"WUXI LITTLE SWAN CO.,LTD",江苏省无锡市国家高新技术产业开发区长江南路18号,000418,小天鹅Ａ,1997-03-28,"441,451,892","439,347,122",200418,小天鹅Ｂ,1996-07-18,"191,035,872","191,035,872",华东,江苏,无锡市,C 制造业,www.littleswan.com
000419,<a href='http://www.szse.cn/certificate/individual/index.html?code=000419' target='_blank'><u>通程控股</u></a>,长沙通程控股股份有限公司,"CHANGSHA TONGCHENG HOLDINGS CO.,LTD",湖南省长沙市雨花区劳动西路589号,000419,通程控股,1996-08-16,"543,582,655","543,299,848",,,,0,0,华中,湖南,长沙市,F 批发零售,www.e-tongcheng.com
000420,<a href='http://www.szse.cn/certificate/individual/index.html?code=000420' target='_blank'><u>吉林化纤</u></a>,吉林化纤股份有限公司,"JILIN CHEMICAL FIBRE CO ., LTD",吉林省吉林市经开区昆仑街216号,000420,吉林化纤,1996-08-02,"1,970,706,656","1,663,003,024",,,,0,0,东北,吉林,吉林市,C 制造业,www.jlcfc.com
000421,<a href='http://www.szse.cn/certificate/individual/index.html?code=000421' target='_blank'><u>南京公用</u></a>,南京公用发展股份有限公司,"NanJing Public Utilities Development Co., Ltd.",江苏省南京市建邺区应天大街927号,000421,南京公用,1996-08-06,"572,646,934","572,646,934",,,,0,0,华东,江苏,南京市,D 水电煤气,www.zhong-bei.com
000422,<a href='http://www.szse.cn/certificate/individual/index.html?code=000422' target='_blank'><u>*ST宜化</u></a>,湖北宜化化工股份有限公司,"HUBEI YIHUA CHEMICAL INDUSTRY CO., LTD",湖北省宜昌市猇亭大道399号,000422,*ST宜化,1996-08-15,"897,866,712","897,812,984",,,,0,0,华中,湖北,宜昌市,C 制造业,www.hbyh.cn
000423,<a href='http://www.szse.cn/certificate/individual/index.html?code=000423' target='_blank'><u>东阿阿胶</u></a>,东阿阿胶股份有限公司,"Dong-E-E-Jiao Co., Ltd.",山东省东阿县阿胶街78号,000423,东阿阿胶,1996-07-29,"654,021,537","653,867,313",,,,0,0,华东,山东,聊城市,C 制造业,www.dongeejiao.com
000425,<a href='http://www.szse.cn/certificate/individual/index.html?code=000425' target='_blank'><u>徐工机械</u></a>,徐工集团工程机械股份有限公司,"XCMG Construction Machinery Co., Ltd.",江苏省徐州经济技术开发区驮蓝山路26号,000425,徐工机械,1996-08-28,"7,007,727,655","6,993,562,958",,,,0,0,华东,江苏,徐州市,C 制造业,www.xcmg.com
000426,<a href='http://www.szse.cn/certificate/individual/index.html?code=000426' target='_blank'><u>兴业矿业</u></a>,内蒙古兴业矿业股份有限公司,"INNER MONGOLIA XINGYE MINING CO.,LTD",内蒙古自治区赤峰市新城区玉龙大街路北、天义路西兴业集团办公楼,000426,兴业矿业,1996-08-28,"1,877,699,557","1,330,275,893",,,,0,0,华北,内蒙古,赤峰市,B 采矿业,www.nmxyky.com
000428,<a href='http://www.szse.cn/certificate/individual/index.html?code=000428' target='_blank'><u>华天酒店</u></a>,华天酒店集团股份有限公司,"HUATIAN HOTEL GROUP  CO.,LTD.",湖南省长沙市芙蓉区解放东路300号,000428,华天酒店,1996-08-08,"1,018,926,000","718,884,450",,,,0,0,华中,湖南,长沙市,H 住宿餐饮,www.huatian-hotel.com
000429,<a href='http://www.szse.cn/certificate/individual/index.html?code=000429' target='_blank'><u>粤高速Ａ</u></a>,广东省高速公路发展股份有限公司,"GUANGDONG PROVINCIAL EXPRESSWAY DEVELOPMENT CO.,LTD",广东省广州市白云路85号,000429,粤高速Ａ,1998-02-20,"1,742,056,126","468,855,023",200429,粤高速Ｂ,1996-08-15,"348,750,000","348,646,050",华南,广东,广州市,G 运输仓储,www.gpedcl.com
000430,<a href='http://www.szse.cn/certificate/individual/index.html?code=000430' target='_blank'><u>张家界</u></a>,张家界旅游集团股份有限公司,"ZHANG JIA JIE TOURISM GROUP CO.,LTD",湖南省张家界市南庄坪1号花园,000430,张家界,1996-08-29,"404,817,686","331,738,800",,,,0,0,华中,湖南,张家界市,N 公共环保,www.zjjgf.com
000488,<a href='http://www.szse.cn/certificate/individual/index.html?code=000488' target='_blank'><u>晨鸣纸业</u></a>,山东晨鸣纸业集团股份有限公司,"SHANDONG CHENMING PAPER HOLDINGS CO.,LTD",山东省寿光市圣城街595号,000488,晨鸣纸业,2000-11-20,"1,113,278,456","1,104,770,217",200488,晨  鸣Ｂ,1997-05-26,"470,923,511","470,861,911",华东,山东,潍坊市,C 制造业,www.chenmingpaper.com
000498,<a href='http://www.szse.cn/certificate/individual/index.html?code=000498' target='_blank'><u>山东路桥</u></a>,山东高速路桥集团股份有限公司,"Shandong Hi-Speed Road&Bridge Co., LTD.",山东省济南市经五路330号,000498,山东路桥,1997-06-09,"1,120,139,063","440,700,000",,,,0,0,华东,山东,济南市,E 建筑业,
000501,<a href='http://www.szse.cn/certificate/individual/index.html?code=000501' target='_blank'><u>鄂武商Ａ</u></a>,武汉武商集团股份有限公司,WUHAN DEPARTMENT STORE GROUP CO.LTD,湖北省武汉市江汉区解放大道690号,000501,鄂武商Ａ,1992-11-20,"768,992,731","677,443,967",,,,0,0,华中,湖北,武汉市,F 批发零售,www.wushang.com.cn
000502,<a href='http://www.szse.cn/certificate/individual/index.html?code=000502' target='_blank'><u>绿景控股</u></a>,绿景控股股份有限公司,"LVJING HOLDING CO.,LTD",广东省广州市海珠区同福西路131-133号首层01房,000502,绿景控股,1992-11-23,"184,819,607","183,349,607",,,,0,0,华南,广东,广州市,K 房地产,www.000502.cn
000503,<a href='http://www.szse.cn/certificate/individual/index.html?code=000503' target='_blank'><u>国新健康</u></a>,国新健康保障服务集团股份有限公司,"China Reform Health Management and Services Group Co., Ltd.",海南省海口市文华路18号文华大酒店七层,000503,国新健康,1992-11-30,"898,822,204","898,822,204",,,,0,0,华南,海南,海口市,I 信息技术,www.searainbow.com
000504,<a href='http://www.szse.cn/certificate/individual/index.html?code=000504' target='_blank'><u>南华生物</u></a>,南华生物医药股份有限公司,"NanHua Bio-medicine CO.,Ltd．",湖南省长沙市天心区城南西路3号财信大厦13楼,000504,南华生物,1992-12-08,"311,573,901","310,673,201",,,,0,0,华中,湖南,长沙市,M 科研服务,www.nhbiogroup.com
000505,<a href='http://www.szse.cn/certificate/individual/index.html?code=000505' target='_blank'><u>京粮控股</u></a>,海南京粮控股股份有限公司,"Hainan Jingliang Holdings Co., Ltd.",海南省海口市滨海大道珠江广场帝豪大厦29层,000505,京粮控股,1992-12-21,"620,815,364","360,470,904",200505,京粮B,1995-06-29,"64,975,000","64,975,000",华南,海南,海口市,C 制造业,
000506,<a href='http://www.szse.cn/certificate/individual/index.html?code=000506' target='_blank'><u>中润资源</u></a>,中润资源投资股份有限公司,Zhongrun Resources Investment Corporation,山东省济南市经十路13777号中润世纪广场17栋,000506,中润资源,1993-03-12,"929,017,761","928,670,961",,,,0,0,华东,山东,济南市,B 采矿业,
000507,<a href='http://www.szse.cn/certificate/individual/index.html?code=000507' target='_blank'><u>珠海港</u></a>,珠海港股份有限公司,"ZHUHAI  PORT  CO., LTD",广东省珠海市高栏港经济区榕树湾8号2001-2号办公,000507,珠海港,1993-03-26,"789,540,919","772,143,777",,,,0,0,华南,广东,珠海市,G 运输仓储,www.0507.com.cn
000509,<a href='http://www.szse.cn/certificate/individual/index.html?code=000509' target='_blank'><u>华塑控股</u></a>,华塑控股股份有限公司,"Huasu Holdings CO.,Ltd",四川省南充市涪江路117号,000509,华塑控股,1993-05-07,"825,483,117","825,479,873",,,,0,0,西南,四川,南充市,C 制造业,
000510,<a href='http://www.szse.cn/certificate/individual/index.html?code=000510' target='_blank'><u>金路集团</u></a>,四川金路集团股份有限公司,"SICHUAN JINLU GROUP CO., LTD.",四川省德阳市泰山南路二段733号银鑫·五洲广场一期21栋22-23层,000510,金路集团,1993-05-07,"609,182,254","549,479,157",,,,0,0,西南,四川,德阳市,C 制造业,www.jinlugroup.cn
000513,<a href='http://www.szse.cn/certificate/individual/index.html?code=000513' target='_blank'><u>丽珠集团</u></a>,丽珠医药集团股份有限公司,LIVZON PHARMACEUTICAL GROUP INC.,广东省珠海市金湾区创业北路38号总部大楼,000513,丽珠集团,1993-10-28,"473,000,842","457,666,467",,,,0,0,华南,广东,珠海市,C 制造业,www.livzon.com.cn
000514,<a href='http://www.szse.cn/certificate/individual/index.html?code=000514' target='_blank'><u>渝 开 发</u></a>,重庆渝开发股份有限公司,"CHONGQING YUKAIFA CO.,LTD",重庆市渝中区重庆村55号2单元39层,000514,渝 开 发,1993-07-12,"843,770,965","843,770,965",,,,0,0,西南,重庆,重庆市,K 房地产,www.cqukf.com
000516,<a href='http://www.szse.cn/certificate/individual/index.html?code=000516' target='_blank'><u>国际医学</u></a>,西安国际医学投资股份有限公司,"XI""AN INTERNATIONAL MEDICAL INVESTMENT COMPANY LIMITED",陕西省西安市高新区团结南路16号保障楼5层,000516,国际医学,1993-08-09,"1,971,049,302","1,932,653,165",,,,0,0,西北,陕西,西安市,F 批发零售,www.000516.cn
000517,<a href='http://www.szse.cn/certificate/individual/index.html?code=000517' target='_blank'><u>荣安地产</u></a>,荣安地产股份有限公司,"Rongan Property Co.,Ltd.",浙江省宁波市海曙区灵桥路513号(14-12),000517,荣安地产,1993-08-06,"3,183,922,485","3,035,744,816",,,,0,0,华东,浙江,宁波市,K 房地产,www.rongan.com.cn
000518,<a href='http://www.szse.cn/certificate/individual/index.html?code=000518' target='_blank'><u>四环生物</u></a>,江苏四环生物股份有限公司,"JIANGSU SIHUAN BIOENGINEERING CO.,LTD",江苏省江阴市滨江开发区定山路十号,000518,四环生物,1993-09-08,"1,029,556,222","1,029,556,222",,,,0,0,华东,江苏,无锡市,C 制造业,
000519,<a href='http://www.szse.cn/certificate/individual/index.html?code=000519' target='_blank'><u>中兵红箭</u></a>,中兵红箭股份有限公司,"NORTH INDUSTRIES GROUP RED ARROW CO., LTD",湖南省湘潭国家高新技术产业开发区德国工业园莱茵路1号,000519,中兵红箭,1993-10-08,"1,403,461,644","735,174,962",,,,0,0,华中,湖南,湘潭市,C 制造业,www.diamond-zn.com
